analysis	correlation_type	network_a	component_a	network_b	component_b	network_pair	participant	run	condition	condition_order	dual_regression_label	n_timepoints	r	fisher_z
smith09_denoised	partial	occipital-pole	2	sensorimotor	6	occipital-pole__sensorimotor	sub-189	04	vlpfc	03	subject00002	240	-0.03310776158	-0.03311986628
smith09_denoised	partial	occipital-pole	2	auditory	7	occipital-pole__auditory	sub-189	04	vlpfc	03	subject00002	240	-0.2417834982	-0.2466674815
smith09_denoised	partial	occipital-pole	2	ecn	8	occipital-pole__ecn	sub-189	04	vlpfc	03	subject00002	240	0.3408484713	0.3550522173
smith09_denoised	partial	occipital-pole	2	right-fpn	9	occipital-pole__right-fpn	sub-189	04	vlpfc	03	subject00002	240	-0.3579647635	-0.3745495863
smith09_denoised	partial	occipital-pole	2	left-fpn	10	occipital-pole__left-fpn	sub-189	04	vlpfc	03	subject00002	240	-0.1489209992	-0.1500367811
smith09_denoised	partial	lateral-visual	3	dmn	4	lateral-visual__dmn	sub-189	04	vlpfc	03	subject00002	240	-0.08441590886	-0.08461728779
smith09_denoised	partial	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-189	04	vlpfc	03	subject00002	240	-0.2165139827	-0.2199957206
smith09_denoised	partial	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-189	04	vlpfc	03	subject00002	240	0.1424205569	0.1433953831
smith09_denoised	partial	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-189	04	vlpfc	03	subject00002	240	-0.410933642	-0.4367340411
smith09_denoised	partial	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-189	04	vlpfc	03	subject00002	240	0.01993248217	0.01993512255
smith09_denoised	partial	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-189	04	vlpfc	03	subject00002	240	-0.09487059561	-0.095156768
smith09_denoised	partial	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-189	04	vlpfc	03	subject00002	240	0.004607238718	0.004607271317
smith09_denoised	partial	dmn	4	auditory	7	dmn__auditory	sub-189	04	vlpfc	03	subject00002	240	-0.4061175414	-0.430953125
smith09_denoised	partial	dmn	4	ecn	8	dmn__ecn	sub-189	04	vlpfc	03	subject00002	240	0.2648587378	0.2713265255
smith09_denoised	partial	dmn	4	right-fpn	9	dmn__right-fpn	sub-189	04	vlpfc	03	subject00002	240	-0.2889694199	-0.29744142
smith09_denoised	partial	dmn	4	left-fpn	10	dmn__left-fpn	sub-189	04	vlpfc	03	subject00002	240	0.04391897587	0.04394724669
smith09_denoised	partial	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-189	04	vlpfc	03	subject00002	240	0.3390221863	0.3529873202
smith09_denoised	partial	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-189	04	vlpfc	03	subject00002	240	-0.2061547323	-0.2091520529
smith09_denoised	partial	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-189	04	vlpfc	03	subject00002	240	0.01071416551	0.01071457551
smith09_denoised	partial	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-189	04	vlpfc	03	subject00002	240	-0.09236445063	-0.09262846297
smith09_denoised	partial	auditory	7	ecn	8	auditory__ecn	sub-189	04	vlpfc	03	subject00002	240	0.02363839912	0.02364280344
smith09_denoised	partial	auditory	7	right-fpn	9	auditory__right-fpn	sub-189	04	vlpfc	03	subject00002	240	-0.1070888296	-0.1075010351
smith09_denoised	partial	auditory	7	left-fpn	10	auditory__left-fpn	sub-189	04	vlpfc	03	subject00002	240	-0.2290422949	-0.2331785041
smith09_denoised	partial	ecn	8	right-fpn	9	ecn__right-fpn	sub-189	04	vlpfc	03	subject00002	240	0.2818155662	0.2896531776
smith09_denoised	partial	ecn	8	left-fpn	10	ecn__left-fpn	sub-189	04	vlpfc	03	subject00002	240	-0.2021461322	-0.2049691121
smith09_denoised	partial	right-fpn	9	left-fpn	10	right-fpn__left-fpn	sub-189	04	vlpfc	03	subject00002	240	0.2034397346	0.2063181958
smith09_denoised	full	primary-visual	1	occipital-pole	2	primary-visual__occipital-pole	sub-189	03	both	04	subject00003	240	-0.1613788923	-0.162802137
smith09_denoised	full	primary-visual	1	lateral-visual	3	primary-visual__lateral-visual	sub-189	03	both	04	subject00003	240	0.6224790673	0.7290422645
smith09_denoised	full	primary-visual	1	dmn	4	primary-visual__dmn	sub-189	03	both	04	subject00003	240	-0.2096347841	-0.2127893122
smith09_denoised	full	primary-visual	1	sensorimotor	6	primary-visual__sensorimotor	sub-189	03	both	04	subject00003	240	0.3642025952	0.3817226955
smith09_denoised	full	primary-visual	1	auditory	7	primary-visual__auditory	sub-189	03	both	04	subject00003	240	0.4133787644	0.4396795233
smith09_denoised	full	primary-visual	1	ecn	8	primary-visual__ecn	sub-189	03	both	04	subject00003	240	-0.2192860808	-0.2229060023
smith09_denoised	full	primary-visual	1	right-fpn	9	primary-visual__right-fpn	sub-189	03	both	04	subject00003	240	-0.4118810111	-0.4378744276
smith09_denoised	full	primary-visual	1	left-fpn	10	primary-visual__left-fpn	sub-189	03	both	04	subject00003	240	-0.3522802442	-0.3680446946
smith09_denoised	full	occipital-pole	2	lateral-visual	3	occipital-pole__lateral-visual	sub-189	03	both	04	subject00003	240	-0.1485116854	-0.1496182099
smith09_denoised	full	occipital-pole	2	dmn	4	occipital-pole__dmn	sub-189	03	both	04	subject00003	240	0.1776983584	0.1796049903
smith09_denoised	full	occipital-pole	2	sensorimotor	6	occipital-pole__sensorimotor	sub-189	03	both	04	subject00003	240	-0.06466925818	-0.06475963646
smith09_denoised	full	occipital-pole	2	auditory	7	occipital-pole__auditory	sub-189	03	both	04	subject00003	240	-0.2209885462	-0.2246951722
smith09_denoised	full	occipital-pole	2	ecn	8	occipital-pole__ecn	sub-189	03	both	04	subject00003	240	0.3287569959	0.3414339855
smith09_denoised	full	occipital-pole	2	right-fpn	9	occipital-pole__right-fpn	sub-189	03	both	04	subject00003	240	-0.08953524722	-0.08977565956
smith09_denoised	full	occipital-pole	2	left-fpn	10	occipital-pole__left-fpn	sub-189	03	both	04	subject00003	240	-0.2404634158	-0.2452659108
smith09_denoised	full	lateral-visual	3	dmn	4	lateral-visual__dmn	sub-189	03	both	04	subject00003	240	-0.3936057811	-0.4160597268
smith09_denoised	full	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-189	03	both	04	subject00003	240	0.3241997419	0.3363330156
smith09_denoised	full	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-189	03	both	04	subject00003	240	0.3523830445	0.3681620649
smith09_denoised	full	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-189	03	both	04	subject00003	240	-0.3484353315	-0.3636617665
smith09_denoised	full	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-189	03	both	04	subject00003	240	-0.1008802032	-0.1012245211
smith09_denoised	full	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-189	03	both	04	subject00003	240	0.02082510828	0.02082811957
smith09_denoised	full	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-189	03	both	04	subject00003	240	-0.1731840615	-0.1749473233
smith09_denoised	full	dmn	4	auditory	7	dmn__auditory	sub-189	03	both	04	subject00003	240	-0.4554468457	-0.4915513425
smith09_denoised	full	dmn	4	ecn	8	dmn__ecn	sub-189	03	both	04	subject00003	240	0.273606975	0.2807585333
smith09_denoised	full	dmn	4	right-fpn	9	dmn__right-fpn	sub-189	03	both	04	subject00003	240	-0.07530922461	-0.07545208262
smith09_denoised	full	dmn	4	left-fpn	10	dmn__left-fpn	sub-189	03	both	04	subject00003	240	-0.2518750498	-0.2574138682
smith09_denoised	full	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-189	03	both	04	subject00003	240	0.3711950033	0.3898083582
smith09_denoised	full	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-189	03	both	04	subject00003	240	-0.1190819537	-0.1196496729
smith09_denoised	full	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-189	03	both	04	subject00003	240	-0.1826140982	-0.1846856406
smith09_denoised	full	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-189	03	both	04	subject00003	240	-0.04052543205	-0.04054763905
smith09_denoised	full	auditory	7	ecn	8	auditory__ecn	sub-189	03	both	04	subject00003	240	-0.1281008364	-0.1288085214
smith09_denoised	full	auditory	7	right-fpn	9	auditory__right-fpn	sub-189	03	both	04	subject00003	240	-0.2643059063	-0.2707320805
smith09_denoised	full	auditory	7	left-fpn	10	auditory__left-fpn	sub-189	03	both	04	subject00003	240	-0.110958753	-0.1114175157
smith09_denoised	full	ecn	8	right-fpn	9	ecn__right-fpn	sub-189	03	both	04	subject00003	240	-0.02598638136	-0.0259922332
smith09_denoised	full	ecn	8	left-fpn	10	ecn__left-fpn	sub-189	03	both	04	subject00003	240	-0.3137632297	-0.324714139
smith09_denoised	full	right-fpn	9	left-fpn	10	right-fpn__left-fpn	sub-189	03	both	04	subject00003	240	0.4618426312	0.4996509853
smith09_denoised	partial	primary-visual	1	occipital-pole	2	primary-visual__occipital-pole	sub-189	03	both	04	subject00003	240	-0.1841122107	-0.1862358756
smith09_denoised	partial	primary-visual	1	lateral-visual	3	primary-visual__lateral-visual	sub-189	03	both	04	subject00003	240	0.5546011953	0.6250021273
smith09_denoised	partial	primary-visual	1	dmn	4	primary-visual__dmn	sub-189	03	both	04	subject00003	240	-0.01973568731	-0.01973825024
smith09_denoised	partial	primary-visual	1	sensorimotor	6	primary-visual__sensorimotor	sub-189	03	both	04	subject00003	240	0.1569318308	0.1582394934
smith09_denoised	partial	primary-visual	1	auditory	7	primary-visual__auditory	sub-189	03	both	04	subject00003	240	0.07934927561	0.0795164434
smith09_denoised	partial	primary-visual	1	ecn	8	primary-visual__ecn	sub-189	03	both	04	subject00003	240	-0.1081014329	-0.1085254985
smith09_denoised	partial	primary-visual	1	right-fpn	9	primary-visual__right-fpn	sub-189	03	both	04	subject00003	240	-0.2485960607	-0.253915836
smith09_denoised	partial	primary-visual	1	left-fpn	10	primary-visual__left-fpn	sub-189	03	both	04	subject00003	240	-0.3779471323	-0.3976624999
smith09_denoised	partial	occipital-pole	2	lateral-visual	3	occipital-pole__lateral-visual	sub-189	03	both	04	subject00003	240	0.09732293197	0.09763196305
smith09_denoised	partial	occipital-pole	2	dmn	4	occipital-pole__dmn	sub-189	03	both	04	subject00003	240	-0.02907893918	-0.02908713957
smith09_denoised	partial	occipital-pole	2	sensorimotor	6	occipital-pole__sensorimotor	sub-189	03	both	04	subject00003	240	0.0540333649	0.05408604256
smith09_denoised	partial	occipital-pole	2	auditory	7	occipital-pole__auditory	sub-189	03	both	04	subject00003	240	-0.1943043252	-0.1968065218
smith09_denoised	partial	occipital-pole	2	ecn	8	occipital-pole__ecn	sub-189	03	both	04	subject00003	240	0.142397333	0.1433716785
smith09_denoised	partial	occipital-pole	2	right-fpn	9	occipital-pole__right-fpn	sub-189	03	both	04	subject00003	240	-0.1149944078	-0.1155053523
smith09_denoised	partial	occipital-pole	2	left-fpn	10	occipital-pole__left-fpn	sub-189	03	both	04	subject00003	240	-0.2337687045	-0.2381723374
smith09_denoised	partial	lateral-visual	3	dmn	4	lateral-visual__dmn	sub-189	03	both	04	subject00003	240	-0.1932498338	-0.1957108898
smith09_denoised	partial	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-189	03	both	04	subject00003	240	0.08793685804	0.08816458428
smith09_denoised	partial	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-189	03	both	04	subject00003	240	0.03919372687	0.03921381451
smith09_denoised	partial	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-189	03	both	04	subject00003	240	-0.1606423381	-0.1620459798
smith09_denoised	partial	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-189	03	both	04	subject00003	240	0.1252471737	0.1259083191
smith09_denoised	partial	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-189	03	both	04	subject00003	240	0.1314207144	0.1321852598
smith09_denoised	partial	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-189	03	both	04	subject00003	240	0.05965543998	0.05972635816
smith09_denoised	partial	dmn	4	auditory	7	dmn__auditory	sub-189	03	both	04	subject00003	240	-0.425211267	-0.4540363935
smith09_denoised	partial	dmn	4	ecn	8	dmn__ecn	sub-189	03	both	04	subject00003	240	0.1168314097	0.1173673725
smith09_denoised	partial	dmn	4	right-fpn	9	dmn__right-fpn	sub-189	03	both	04	subject00003	240	-0.1049240868	-0.105311689
smith09_denoised	partial	dmn	4	left-fpn	10	dmn__left-fpn	sub-189	03	both	04	subject00003	240	-0.1926004806	-0.1950364332
smith09_denoised	partial	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-189	03	both	04	subject00003	240	0.2446536186	0.2497180625
smith09_denoised	partial	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-189	03	both	04	subject00003	240	-0.01039508953	-0.01039546398
smith09_denoised	partial	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-189	03	both	04	subject00003	240	-0.04841697874	-0.04845486513
smith09_denoised	partial	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-189	03	both	04	subject00003	240	0.09086398819	0.09111530001
smith09_denoised	partial	auditory	7	ecn	8	auditory__ecn	sub-189	03	both	04	subject00003	240	0.07787495371	0.07803295346
smith09_denoised	partial	auditory	7	right-fpn	9	auditory__right-fpn	sub-189	03	both	04	subject00003	240	-0.1832116698	-0.1853038973
smith09_denoised	partial	auditory	7	left-fpn	10	auditory__left-fpn	sub-189	03	both	04	subject00003	240	-0.1001612973	-0.100498277
smith09_denoised	partial	ecn	8	right-fpn	9	ecn__right-fpn	sub-189	03	both	04	subject00003	240	0.06754050205	0.06764348434
smith09_denoised	partial	ecn	8	left-fpn	10	ecn__left-fpn	sub-189	03	both	04	subject00003	240	-0.3290414405	-0.3417529321
smith09_denoised	partial	right-fpn	9	left-fpn	10	right-fpn__left-fpn	sub-189	03	both	04	subject00003	240	0.2521227895	0.257678407
smith09_denoised	full	primary-visual	1	occipital-pole	2	primary-visual__occipital-pole	sub-203	03	sham	01	subject00004	240	0.1212553814	0.1218549468
smith09_denoised	full	primary-visual	1	lateral-visual	3	primary-visual__lateral-visual	sub-203	03	sham	01	subject00004	240	0.3048820586	0.314893204
smith09_denoised	full	primary-visual	1	dmn	4	primary-visual__dmn	sub-203	03	sham	01	subject00004	240	-0.1157827658	-0.1163043486
smith09_denoised	full	primary-visual	1	sensorimotor	6	primary-visual__sensorimotor	sub-203	03	sham	01	subject00004	240	-0.07213112072	-0.07225660966
smith09_denoised	full	primary-visual	1	auditory	7	primary-visual__auditory	sub-203	03	sham	01	subject00004	240	-0.1641764249	-0.1656758142
smith09_denoised	full	primary-visual	1	ecn	8	primary-visual__ecn	sub-203	03	sham	01	subject00004	240	-0.1403884252	-0.1413217886
smith09_denoised	full	primary-visual	1	right-fpn	9	primary-visual__right-fpn	sub-203	03	sham	01	subject00004	240	-0.08920662856	-0.08944439504
smith09_denoised	full	primary-visual	1	left-fpn	10	primary-visual__left-fpn	sub-203	03	sham	01	subject00004	240	-0.1917261501	-0.1941285785
smith09_denoised	full	occipital-pole	2	lateral-visual	3	occipital-pole__lateral-visual	sub-203	03	sham	01	subject00004	240	0.0396777915	0.03969863313
smith09_denoised	full	occipital-pole	2	dmn	4	occipital-pole__dmn	sub-203	03	sham	01	subject00004	240	-0.1594333954	-0.1608052594
smith09_denoised	full	occipital-pole	2	sensorimotor	6	occipital-pole__sensorimotor	sub-203	03	sham	01	subject00004	240	-0.1933155776	-0.195779185
smith09_denoised	full	occipital-pole	2	auditory	7	occipital-pole__auditory	sub-203	03	sham	01	subject00004	240	-0.3904958401	-0.412384954
smith09_denoised	full	occipital-pole	2	ecn	8	occipital-pole__ecn	sub-203	03	sham	01	subject00004	240	0.3009629925	0.3105781742
smith09_denoised	full	occipital-pole	2	right-fpn	9	occipital-pole__right-fpn	sub-203	03	sham	01	subject00004	240	-0.3438447437	-0.3584462821
smith09_denoised	full	occipital-pole	2	left-fpn	10	occipital-pole__left-fpn	sub-203	03	sham	01	subject00004	240	-0.1899154234	-0.1922494265
smith09_denoised	full	lateral-visual	3	dmn	4	lateral-visual__dmn	sub-203	03	sham	01	subject00004	240	-0.1229000442	-0.1235244911
smith09_denoised	full	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-203	03	sham	01	subject00004	240	0.2388833821	0.2435895828
smith09_denoised	full	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-203	03	sham	01	subject00004	240	-0.02281470916	-0.02281866884
smith09_denoised	full	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-203	03	sham	01	subject00004	240	-0.4783032176	-0.520781846
smith09_denoised	full	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-203	03	sham	01	subject00004	240	-0.03627042936	-0.03628634704
smith09_denoised	full	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-203	03	sham	01	subject00004	240	-0.172205173	-0.1739383435
smith09_denoised	full	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-203	03	sham	01	subject00004	240	-0.07893733421	-0.07910190547
smith09_denoised	full	dmn	4	auditory	7	dmn__auditory	sub-203	03	sham	01	subject00004	240	0.07349737529	0.07363014683
smith09_denoised	full	dmn	4	ecn	8	dmn__ecn	sub-203	03	sham	01	subject00004	240	0.02662957296	0.02663587029
smith09_denoised	full	dmn	4	right-fpn	9	dmn__right-fpn	sub-203	03	sham	01	subject00004	240	0.003935665054	0.003935685374
smith09_denoised	full	dmn	4	left-fpn	10	dmn__left-fpn	sub-203	03	sham	01	subject00004	240	0.006919244625	0.00691935505
smith09_denoised	full	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-203	03	sham	01	subject00004	240	0.3029471328	0.3127613727
smith09_denoised	full	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-203	03	sham	01	subject00004	240	-0.1402648749	-0.1411957566
smith09_denoised	full	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-203	03	sham	01	subject00004	240	-0.03706109046	-0.03707807256
smith09_denoised	full	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-203	03	sham	01	subject00004	240	-0.0727024194	-0.07283092016
smith09_denoised	full	auditory	7	ecn	8	auditory__ecn	sub-203	03	sham	01	subject00004	240	0.04521002409	0.04524086421
smith09_denoised	full	auditory	7	right-fpn	9	auditory__right-fpn	sub-203	03	sham	01	subject00004	240	0.2302829313	0.2344882216
smith09_denoised	full	auditory	7	left-fpn	10	auditory__left-fpn	sub-203	03	sham	01	subject00004	240	0.02494131562	0.02494648929
smith09_denoised	full	ecn	8	right-fpn	9	ecn__right-fpn	sub-203	03	sham	01	subject00004	240	-0.161006522	-0.1624198331
smith09_denoised	full	ecn	8	left-fpn	10	ecn__left-fpn	sub-203	03	sham	01	subject00004	240	0.01385851673	0.01385940405
smith09_denoised	full	right-fpn	9	left-fpn	10	right-fpn__left-fpn	sub-203	03	sham	01	subject00004	240	0.5686675222	0.6455513116
smith09_denoised	partial	primary-visual	1	occipital-pole	2	primary-visual__occipital-pole	sub-203	03	sham	01	subject00004	240	0.0691133398	0.06922369976
smith09_denoised	partial	primary-visual	1	lateral-visual	3	primary-visual__lateral-visual	sub-203	03	sham	01	subject00004	240	0.2214412619	0.225171182
smith09_denoised	partial	primary-visual	1	dmn	4	primary-visual__dmn	sub-203	03	sham	01	subject00004	240	-0.1264992792	-0.1271805827
smith09_denoised	partial	primary-visual	1	sensorimotor	6	primary-visual__sensorimotor	sub-203	03	sham	01	subject00004	240	-0.1108998865	-0.1113579158
smith09_denoised	partial	primary-visual	1	auditory	7	primary-visual__auditory	sub-203	03	sham	01	subject00004	240	-0.07156083065	-0.07168336056
smith09_denoised	partial	primary-visual	1	ecn	8	primary-visual__ecn	sub-203	03	sham	01	subject00004	240	-0.02006544649	-0.02006814008
smith09_denoised	partial	primary-visual	1	right-fpn	9	primary-visual__right-fpn	sub-203	03	sham	01	subject00004	240	0.07857849171	0.07874082325
smith09_denoised	partial	primary-visual	1	left-fpn	10	primary-visual__left-fpn	sub-203	03	sham	01	subject00004	240	-0.05247922743	-0.05252748434
smith09_denoised	partial	occipital-pole	2	lateral-visual	3	occipital-pole__lateral-visual	sub-203	03	sham	01	subject00004	240	0.2013547393	0.2041441402
smith09_denoised	partial	occipital-pole	2	dmn	4	occipital-pole__dmn	sub-203	03	sham	01	subject00004	240	-0.1364784403	-0.1373354039
